商店ID,门店所在城市,渠道,性别群体,年龄群体,产品类别,客户数量,销售金额,订单数量,购买的产品数量,成本,单价,利润,订单日期,星期
616,成都,线下,男,30-34,袜子,1,26,1,1,9,26,17,2023年10月30日,星期一
616,成都,线下,女,25-29,T恤,3,273,3,3,49,91,126,2023年10月2日,星期一
616,成都,线下,男,25-29,袜子,1,53,1,2,9,27,35,2023年10月2日,星期一
616,成都,线下,女,30-34,T恤,2,158,2,2,49,79,60,2023年10月3日,星期二
616,成都,线下,男,>=60,牛仔裤,2,98,2,2,69,49,-40,2023年10月3日,星期二
616,成都,线下,男,25-29,牛仔裤,1,19,1,1,69,19,-50,2023年10月6日,星期五
616,成都,线下,男,25-29,短裤,1,40,1,1,19,40,21,2023年10月6日,星期五
616,成都,线下,男,35-39,当季新品,2,135,2,2,59,68,17,2023年10月10日,星期二
616,成都,线下,女,35-39,牛仔裤,1,19,1,1,69,19,-50,2023年10月14日,星期六
616,成都,线下,男,>=60,T恤,1,99,1,1,49,99,50,2023年10月15日,星期日
616,成都,线下,女,25-29,配件,2,597,2,3,29,199,510,2023年10月22日,星期日
616,成都,线下,男,25-29,当季新品,1,115,1,2,59,58,-3,2023年10月29日,星期日
616,成都,线下,女,30-34,T恤,6,514,6,6,49,86,220,2023年10月31日,星期二
616,成都,线下,男,>=60,T恤,2,138,2,2,49,69,40,2023年10月1日,星期日
616,成都,线下,男,25-29,袜子,1,27,1,1,9,27,18,2023年10月3日,星期二
616,成都,线下,女,25-29,配件,2,447,2,3,29,149,360,2023年10月7日,星期六
616,成都,线下,男,30-34,袜子,1,79,1,1,9,79,70,2023年10月7日,星期六
616,成都,线下,男,>=60,当季新品,3,396,3,4,59,99,160,2023年10月10日,星期二
616,成都,线下,女,35-39,牛仔裤,2,398,2,2,69,199,260,2023年10月15日,星期日
616,成都,线下,女,30-34,T恤,1,79,1,1,49,79,30,2023年10月15日,星期日
616,成都,线下,男,30-34,T恤,1,79,1,1,49,79,30,2023年10月17日,星期二
616,成都,线下,女,30-34,袜子,1,10,1,1,9,10,1,2023年10月20日,星期五
616,成都,线下,女,30-34,当季新品,1,447,1,3,59,149,270,2023年10月21日,星期六
616,成都,线下,男,45-49,当季新品,1,149,1,1,59,149,90,2023年10月22日,星期日
616,成都,线下,男,25-29,T恤,1,79,1,1,49,79,30,2023年10月22日,星期日
616,成都,线下,女,30-34,T恤,1,59,1,1,49,59,10,2023年10月22日,星期日
616,成都,线下,女,20-24,袜子,1,20,1,1,9,20,11,2023年10月27日,星期五
616,成都,线下,男,25-29,牛仔裤,1,59,1,1,69,59,-10,2023年10月30日,星期一
616,成都,线下,女,40-44,T恤,1,39,1,1,49,39,-10,2023年10月1日,星期日
616,成都,线下,男,20-24,当季新品,1,54,1,1,59,54,-5,2023年10月3日,星期二
616,成都,线下,女,30-34,当季新品,1,79,1,1,59,79,20,2023年10月6日,星期五
616,成都,线下,男,25-29,毛衣,1,79,1,1,99,79,-20,2023年10月6日,星期五
616,成都,线下,男,25-29,短裤,1,33,1,1,19,33,14,2023年10月9日,星期一
616,成都,线下,男,30-34,当季新品,1,79,1,1,59,79,20,2023年10月9日,星期一
616,成都,线下,男,20-24,T恤,1,77.11,1,1,49,77,28.11,2023年10月10日,星期二
616,成都,线下,女,30-34,T恤,1,99,1,1,49,99,50,2023年10月14日,星期六
616,成都,线下,女,40-44,配件,2,198,2,2,29,99,140,2023年10月20日,星期五
616,成都,线下,女,40-44,T恤,1,59,1,1,49,59,10,2023年10月21日,星期六
616,成都,线下,男,>=60,T恤,1,99,1,1,49,99,50,2023年10月23日,星期一
616,成都,线下,女,20-24,T恤,1,99,1,1,49,99,50,2023年10月27日,星期五
616,成都,线下,男,35-39,当季新品,1,167,1,3,59,56,-10,2023年10月28日,星期六
616,成都,线下,女,45-49,T恤,1,77,1,1,49,77,28,2023年10月28日,星期六
616,成都,线下,男,50-54,当季新品,1,54,1,1,59,54,-5,2023年10月30日,星期一
616,成都,线下,女,35-39,短裤,1,40,1,1,19,40,21,2023年10月31日,星期二
616,成都,线下,女,30-34,T恤,1,158,1,2,49,79,60,2023年10月1日,星期日
616,成都,线下,女,45-49,袜子,1,79,1,1,9,79,70,2023年10月1日,星期日
616,成都,线下,男,25-29,T恤,1,99,1,1,49,99,50,2023年10月1日,星期日
616,成都,线下,男,<20,短裤,1,40,1,1,19,40,21,2023年10月1日,星期日
616,成都,线下,女,35-39,T恤,1,79,1,1,49,79,30,2023年10月2日,星期一
616,成都,线下,女,35-39,短裤,1,39,1,1,19,39,20,2023年10月3日,星期二
616,成都,线下,女,30-34,袜子,3,91,3,4,9,23,55,2023年10月6日,星期五
616,成都,线下,女,25-29,短裤,1,39,1,1,19,39,20,2023年10月6日,星期五
616,成都,线下,女,35-39,当季新品,1,123,1,1,59,123,64,2023年10月6日,星期五
616,成都,线下,女,35-39,配件,1,79,1,1,29,79,50,2023年10月7日,星期六
616,成都,线下,男,30-34,当季新品,1,79,1,1,59,79,20,2023年10月7日,星期六
616,成都,线下,女,20-24,T恤,1,59,1,1,49,59,10,2023年10月8日,星期日
616,成都,线下,女,25-29,配件,11,787,11,11,29,72,468,2023年10月9日,星期一
616,成都,线下,女,35-39,T恤,1,298,1,2,49,149,200,2023年10月9日,星期一
616,成都,线下,女,30-34,T恤,1,78,1,2,49,39,-20,2023年10月10日,星期二
616,成都,线下,男,25-29,T恤,1,99,1,1,49,99,50,2023年10月10日,星期二
616,成都,线下,男,20-24,T恤,1,79,1,1,49,79,30,2023年10月14日,星期六
616,成都,线下,女,35-39,T恤,1,79,1,1,49,79,30,2023年10月15日,星期日
616,成都,线下,女,25-29,T恤,2,237,2,3,49,79,90,2023年10月15日,星期日
611,深圳,线下,女,25-29,T恤,1,59,1,1,49,59,10,2023年10月17日,星期二
611,深圳,线下,女,25-29,T恤,1,19,1,1,49,19,-30,2023年10月20日,星期五
611,深圳,线下,女,35-39,配件,2,395,3,5,29,79,250,2023年10月20日,星期五
611,深圳,线下,女,30-34,短裤,2,80,2,2,19,40,42,2023年10月21日,星期六
611,深圳,线下,男,30-34,T恤,3,277,3,3,49,92,130,2023年10月21日,星期六
611,深圳,线下,女,<20,T恤,1,99,1,1,49,99,50,2023年10月22日,星期日
611,深圳,线下,女,40-44,T恤,1,39,1,1,49,39,-10,2023年10月22日,星期日
611,深圳,线下,女,20-24,袜子,1,53,1,2,9,27,35,2023年10月22日,星期日
611,深圳,线下,女,30-34,T恤,1,59,1,1,49,59,10,2023年10月23日,星期一
611,深圳,线下,男,30-34,T恤,1,79,1,1,49,79,30,2023年10月27日,星期五
611,深圳,线下,女,55-59,T恤,1,39,1,1,49,39,-10,2023年10月27日,星期五
611,深圳,线下,男,35-39,T恤,1,99,1,1,49,99,50,2023年10月28日,星期六
611,深圳,线下,男,35-39,短裤,1,39,1,1,19,39,20,2023年10月28日,星期六
611,深圳,线下,男,>=60,裙子,1,99,1,1,59,99,40,2023年10月29日,星期日
611,深圳,线下,男,35-39,T恤,1,79,1,1,49,79,30,2023年10月30日,星期一
611,深圳,线下,女,20-24,配件,1,199,1,1,29,199,170,2023年10月30日,星期一
611,深圳,线下,女,20-24,牛仔裤,3,497,3,3,69,166,290,2023年10月31日,星期二
611,深圳,线下,女,30-34,T恤,3,117,3,3,49,39,-30,2023年1月20日,星期五
611,深圳,线下,女,35-39,T恤,3,134.2,3,4,49,34,-61.8,2023年1月22日,星期日
611,深圳,线下,女,20-24,T恤,1,59,1,1,49,59,10,2023年1月26日,星期四
611,深圳,线下,女,20-24,T恤,2,158,2,2,49,79,60,2023年1月26日,星期四
611,深圳,线下,女,35-39,T恤,1,158,1,2,49,79,60,2023年1月28日,星期六
611,深圳,线下,男,>=60,T恤,1,198,1,2,49,99,100,2023年1月28日,星期六
611,深圳,线下,女,45-49,T恤,2,498,2,2,49,249,400,2023年1月29日,星期日
611,深圳,线下,女,25-29,T恤,1,79,1,1,49,79,30,2023年2月2日,星期四
611,深圳,线下,女,35-39,T恤,2,198,2,2,49,99,100,2023年2月3日,星期五
611,深圳,线下,女,25-29,袜子,1,19,1,1,9,19,10,2023年2月4日,星期六
611,深圳,线下,男,25-29,毛衣,1,99,1,1,99,99,0,2023年2月4日,星期六
611,深圳,线下,女,30-34,当季新品,1,48,1,1,59,48,-11,2023年2月5日,星期日
611,深圳,线下,女,25-29,配件,1,149,1,1,29,149,120,2023年2月5日,星期日
611,深圳,线下,男,30-34,毛衣,1,149,1,1,99,149,50,2023年2月6日,星期一
611,深圳,线下,女,20-24,T恤,1,198,1,2,49,99,100,2023年2月6日,星期一
611,深圳,线下,女,25-29,短裤,1,33,1,1,19,33,14,2023年2月9日,星期四
611,深圳,线下,女,35-39,T恤,1,19,1,1,49,19,-30,2023年2月10日,星期五
611,深圳,线下,男,25-29,T恤,1,99,1,1,49,99,50,2023年2月10日,星期五
611,深圳,线下,女,35-39,运动,1,99,1,1,49,99,50,2023年2月11日,星期六
611,深圳,线下,女,35-39,T恤,1,39,1,1,49,39,-10,2023年2月12日,星期日
611,深圳,线下,男,20-24,毛衣,3,747,3,3,99,249,450,2023年2月12日,星期日
611,深圳,线下,女,35-39,牛仔裤,1,298,1,2,69,149,160,2023年2月17日,星期五
611,深圳,线下,女,25-29,T恤,1,58,1,1,49,58,9,2023年2月17日,星期五
611,深圳,线下,男,25-29,T恤,1,199,1,1,49,199,150,2023年2月18日,星期六
611,深圳,线下,女,20-24,T恤,2,198,2,2,49,99,100,2023年2月20日,星期一
611,深圳,线下,女,30-34,T恤,3,176,3,3,49,59,29,2023年2月22日,星期三
611,深圳,线下,女,30-34,T恤,1,79,1,1,49,79,30,2023年2月24日,星期五
611,深圳,线下,女,40-44,毛衣,1,149,1,1,99,149,50,2023年2月24日,星期五
611,深圳,线下,男,35-39,裙子,1,79,1,1,59,79,20,2023年2月26日,星期日
611,深圳,线下,女,25-29,T恤,2,158,2,2,49,79,60,2023年2月27日,星期一
611,深圳,线下,女,20-24,当季新品,4,383,4,4,59,96,147,2023年3月1日,星期三
611,深圳,线下,男,30-34,短裤,1,40,1,1,19,40,21,2023年3月2日,星期四
611,深圳,线下,男,30-34,T恤,1,79,1,1,49,79,30,2023年3月2日,星期四
611,深圳,线下,女,20-24,配件,1,139.21,1,1,29,139,110.21,2023年3月2日,星期四
611,深圳,线下,女,30-34,短裤,2,65,2,2,19,33,27,2023年3月3日,星期五
611,深圳,线下,女,20-24,T恤,1,198,1,2,49,99,100,2023年3月7日,星期二
611,深圳,线下,女,35-39,牛仔裤,1,58,1,1,69,58,-11,2023年3月8日,星期三
611,深圳,线下,女,40-44,牛仔裤,1,39,1,1,69,39,-30,2023年3月12日,星期日
611,深圳,线下,女,20-24,T恤,2,176.57,2,2,49,88,78.57,2023年3月12日,星期日
611,深圳,线下,男,>=60,牛仔裤,1,39,1,1,69,39,-30,2023年3月13日,星期一
611,深圳,线下,男,35-39,当季新品,3,233,3,3,59,78,56,2023年3月15日,星期三
611,深圳,线下,女,30-34,T恤,2,277,2,3,49,92,130,2023年3月20日,星期一
611,深圳,线下,女,35-39,当季新品,4,995,4,5,59,199,700,2023年3月22日,星期三
611,深圳,线下,男,25-29,配件,1,149,1,1,29,149,120,2023年3月24日,星期五
611,深圳,线下,男,25-29,T恤,4,276,4,4,49,69,80,2023年3月24日,星期五
611,深圳,线下,女,30-34,裙子,2,398,2,2,59,199,280,2023年3月29日,星期三
611,深圳,线下,女,35-39,当季新品,1,76,1,2,59,38,-42,2023年3月30日,星期四
611,深圳,线下,男,30-34,牛仔裤,1,58,1,1,69,58,-11,2023年11月13日,星期一
611,深圳,线下,男,30-34,当季新品,1,79,1,1,59,79,20,2023年11月13日,星期一
611,深圳,线下,男,25-29,当季新品,1,149,1,1,59,149,90,2023年11月13日,星期一
611,深圳,线下,男,35-39,牛仔裤,1,199,1,1,69,199,130,2023年11月13日,星期一
611,深圳,线下,男,40-44,T恤,1,96.79,1,1,49,97,47.79,2023年11月13日,星期一
611,深圳,线下,女,35-39,T恤,1,149,1,1,49,149,100,2023年11月13日,星期一
611,深圳,线下,女,40-44,T恤,1,59,1,1,49,59,10,2023年11月13日,星期一
611,深圳,线下,女,55-59,当季新品,1,79,1,1,59,79,20,2023年11月13日,星期一
611,深圳,线下,女,30-34,T恤,7,508,7,7,49,73,165,2023年11月13日,星期一
611,深圳,线下,男,>=60,T恤,2,118,2,2,49,59,20,2023年11月13日,星期一
611,深圳,线下,男,30-34,T恤,1,98,1,1,49,98,49,2023年11月13日,星期一
611,深圳,线下,男,20-24,T恤,1,79,1,1,49,79,30,2023年11月13日,星期一
611,深圳,线下,男,20-24,T恤,1,99,1,1,49,99,50,2023年11月13日,星期一
611,深圳,线下,女,30-34,袜子,1,79,1,1,9,79,70,2023年11月13日,星期一
611,深圳,线下,女,30-34,袜子,1,76,1,1,9,76,67,2023年11月13日,星期一
611,深圳,线下,男,>=60,T恤,1,99,1,1,49,99,50,2023年11月13日,星期一
611,深圳,线下,男,30-34,短裤,1,59,1,1,19,59,40,2023年11月13日,星期一
611,深圳,线下,女,40-44,T恤,1,198,1,2,49,99,100,2023年11月13日,星期一
611,深圳,线下,女,20-24,T恤,1,79,1,1,49,79,30,2023年11月13日,星期一
611,深圳,线下,女,45-49,T恤,2,248,2,2,49,124,150,2023年11月13日,星期一
611,深圳,线下,男,25-29,当季新品,1,79,1,1,59,79,20,2023年11月13日,星期一
611,深圳,线下,女,25-29,当季新品,19,3034,19,19,59,160,1913,2023年11月13日,星期一
611,深圳,线下,女,50-54,当季新品,1,139,1,1,59,139,80,2023年11月13日,星期一
611,深圳,线下,男,35-39,毛衣,1,398,1,2,99,199,200,2023年11月13日,星期一
611,深圳,线下,男,20-24,袜子,1,37,1,1,9,37,28,2023年11月13日,星期一
611,深圳,线下,女,40-44,毛衣,1,498,1,2,99,249,300,2023年11月13日,星期一
611,深圳,线下,男,25-29,配件,16,1797,16,20,29,90,1217,2023年11月13日,星期一
611,深圳,线下,女,25-29,T恤,2,237,2,3,49,79,90,2023年11月13日,星期一
611,深圳,线下,女,20-24,T恤,2,168.28,2,2,49,84,70.28,2023年11月13日,星期一
611,深圳,线下,女,50-54,T恤,1,99,1,1,49,99,50,2023年11月13日,星期一
611,深圳,线下,女,35-39,T恤,1,79,1,1,49,79,30,2023年11月13日,星期一
611,深圳,线下,女,50-54,袜子,1,79,1,1,9,79,70,2023年11月13日,星期一
611,深圳,线下,女,25-29,袜子,1,27,1,1,9,27,18,2023年11月13日,星期一
611,深圳,线下,女,25-29,T恤,3,197,3,3,49,66,50,2023年11月13日,星期一
611,深圳,线下,女,30-34,牛仔裤,1,19,1,1,69,19,-50,2023年11月13日,星期一
611,深圳,线下,男,>=60,T恤,1,78,1,2,49,39,-20,2023年11月13日,星期一
611,深圳,线下,女,20-24,当季新品,20,3705,21,22,59,168,2407,2023年11月13日,星期一
611,深圳,线下,女,30-34,T恤,1,59,1,1,49,59,10,2023年11月13日,星期一
611,深圳,线下,女,30-34,当季新品,1,79,1,1,59,79,20,2023年11月13日,星期一
611,深圳,线下,女,35-39,T恤,1,99,1,1,49,99,50,2023年11月13日,星期一
611,深圳,线下,男,<20,当季新品,1,59,1,1,59,59,0,2023年11月13日,星期一
611,深圳,线下,女,35-39,当季新品,2,92,2,2,59,46,-26,2023年11月13日,星期一
611,深圳,线下,女,35-39,T恤,1,37.41,1,1,49,37,-11.59,2023年11月13日,星期一
611,深圳,线下,男,>=60,袜子,1,54,1,2,9,27,36,2023年11月13日,星期一
611,深圳,线下,男,40-44,袜子,1,39,1,1,9,39,30,2023年11月13日,星期一
611,深圳,线下,男,30-34,袜子,1,27,1,1,9,27,18,2023年11月13日,星期一
611,深圳,线下,女,35-39,当季新品,5,995,5,5,59,199,700,2023年11月13日,星期一
611,深圳,线下,男,25-29,短裤,2,79,2,2,19,40,41,2023年11月13日,星期一
611,深圳,线下,女,20-24,短裤,1,40,1,1,19,40,21,2023年11月13日,星期一
611,深圳,线下,男,<20,T恤,1,99,1,1,49,99,50,2023年11月13日,星期一
611,深圳,线下,男,30-34,袜子,1,75,1,1,9,75,66,2023年11月13日,星期一
611,深圳,线下,男,>=60,当季新品,1,79,1,1,59,79,20,2023年11月13日,星期一
611,深圳,线下,女,25-29,短裤,1,66,1,2,19,33,28,2023年11月13日,星期一
611,深圳,线下,男,30-34,配件,1,149,1,1,29,149,120,2023年11月13日,星期一
611,深圳,线下,女,45-49,毛衣,1,149,1,1,99,149,50,2023年11月13日,星期一
611,深圳,线下,男,30-34,袜子,1,59,1,3,9,20,32,2023年11月13日,星期一
611,深圳,线下,男,25-29,短裤,1,32.17,1,1,19,32,13.17,2023年11月13日,星期一
611,深圳,线下,女,20-24,当季新品,1,76,1,1,59,76,17,2023年11月13日,星期一
611,深圳,线下,男,25-29,T恤,1,79,1,1,49,79,30,2023年11月13日,星期一
611,深圳,线下,女,30-34,T恤,2,198,2,2,49,99,100,2023年11月13日,星期一
611,深圳,线下,男,35-39,牛仔裤,2,98,2,2,69,49,-40,2023年11月13日,星期一
611,深圳,线下,男,40-44,T恤,1,99,1,1,49,99,50,2023年11月13日,星期一
611,深圳,线下,男,45-49,裙子,1,19,1,1,59,19,-40,2023年11月13日,星期一
611,深圳,线下,女,30-34,T恤,3,396,3,4,49,99,200,2023年11月13日,星期一
611,深圳,线下,女,35-39,T恤,1,149,1,1,49,149,100,2023年11月13日,星期一
611,深圳,线下,男,30-34,短裤,2,132,2,4,19,33,56,2023年11月13日,星期一
611,深圳,线下,男,>=60,短裤,1,39,1,1,19,39,20,2023年11月12日,星期日
611,深圳,线下,女,25-29,配件,7,730,7,8,29,91,498,2023年11月12日,星期日
611,深圳,线下,女,35-39,短裤,2,118,2,2,19,59,80,2023年11月12日,星期日
611,深圳,线下,女,40-44,T恤,2,137,2,2,49,69,39,2023年11月12日,星期日
611,深圳,线下,男,20-24,袜子,1,39,1,1,9,39,30,2023年11月12日,星期日
611,深圳,线下,男,25-29,T恤,2,178,2,2,49,89,80,2023年11月12日,星期日
611,深圳,线下,女,30-34,T恤,1,99,1,1,49,99,50,2023年11月12日,星期日
,,,,,,,,,,,,,,
611,深圳,线下,女,20-24,T恤,1,99,1,1,49,99,50,2023年11月12日,星期日
611,深圳,线下,男,40-44,当季新品,1,59,1,1,59,59,0,2023年11月12日,星期日
611,深圳,线下,女,30-34,当季新品,1,39,1,1,59,39,-20,2023年11月12日,星期日
611,深圳,线下,女,25-29,T恤,2,178,2,2,49,89,80,2023年11月12日,星期日
611,深圳,线下,男,25-29,T恤,2,115,2,2,49,58,17,2023年11月12日,星期日
611,深圳,线下,女,40-44,袜子,1,39,1,2,9,20,21,2023年11月12日,星期日
611,深圳,线下,女,20-24,T恤,1,99,1,1,49,99,50,2023年11月12日,星期日
611,深圳,线下,女,35-39,T恤,4,592.66,4,5,49,119,347.66,2023年11月12日,星期日
611,深圳,线下,女,40-44,短裤,1,39,1,1,19,39,20,2023年11月12日,星期日
611,深圳,线下,女,35-39,运动,1,249,1,1,49,249,200,2023年11月12日,星期日
611,深圳,线下,男,20-24,裙子,2,398,2,2,59,199,280,2023年11月12日,星期日
611,深圳,线下,女,40-44,T恤,2,138,2,2,49,69,40,2023年11月12日,星期日
611,深圳,线下,女,25-29,T恤,1,99,1,1,49,99,50,2023年11月12日,星期日
611,深圳,线下,男,>=60,运动,1,99,1,1,49,99,50,2023年11月12日,星期日
611,深圳,线下,女,30-34,袜子,2,39,2,2,9,20,21,2023年11月12日,星期日
611,深圳,线下,女,30-34,当季新品,2,272,2,2,59,136,154,2023年11月12日,星期日
611,深圳,线下,女,<20,配件,1,79,1,1,29,79,50,2023年11月12日,星期日
611,深圳,线下,女,30-34,当季新品,1,79,1,1,59,79,20,2023年11月12日,星期日
611,深圳,线下,女,20-24,牛仔裤,3,497,3,3,69,166,290,2023年11月12日,星期日
611,深圳,线下,女,35-39,T恤,1,59,1,1,49,59,10,2023年11月12日,星期日
611,深圳,线下,男,35-39,配件,1,158,1,2,29,79,100,2023年11月12日,星期日
611,深圳,线下,女,25-29,T恤,2,158,2,2,49,79,60,2023年11月12日,星期日
611,深圳,线下,女,35-39,牛仔裤,1,19,1,1,69,19,-50,2023年11月12日,星期日
611,深圳,线下,女,>=60,T恤,1,79,1,1,49,79,30,2023年11月12日,星期日
611,深圳,线下,女,30-34,T恤,1,149,1,1,49,149,100,2023年11月12日,星期日
611,深圳,线下,女,30-34,T恤,1,79,1,1,49,79,30,2023年11月12日,星期日
611,深圳,线下,男,30-34,T恤,1,99,1,1,49,99,50,2023年11月12日,星期日
611,深圳,线下,男,25-29,短裤,2,67.9,2,2,19,34,29.9,2023年11月12日,星期日
611,深圳,线下,女,25-29,T恤,1,79,1,1,49,79,30,2023年11月12日,星期日
611,深圳,线下,女,45-49,T恤,1,99,1,1,49,99,50,2023年11月12日,星期日
611,深圳,线下,女,45-49,毛衣,1,199,1,1,99,199,100,2023年11月12日,星期日
611,深圳,线下,男,25-29,毛衣,8,1840,9,10,99,184,850,2023年11月12日,星期日
611,深圳,线下,女,20-24,袜子,1,26,1,1,9,26,17,2023年11月12日,星期日
611,深圳,线下,女,30-34,裙子,9,751,9,9,59,83,220,2023年11月12日,星期日
611,深圳,线下,女,40-44,袜子,1,39,1,1,9,39,30,2023年11月12日,星期日
611,深圳,线下,男,25-29,T恤,1,99,1,1,49,99,50,2023年11月12日,星期日
611,深圳,线下,女,35-39,配件,1,79,1,1,29,79,50,2023年11月12日,星期日
611,深圳,线下,男,>=60,毛衣,2,398,2,2,99,199,200,2023年11月12日,星期日
611,深圳,线下,男,45-49,毛衣,1,149,1,1,99,149,50,2023年11月12日,星期日
611,深圳,线下,男,20-24,T恤,1,79,1,1,49,79,30,2023年11月12日,星期日
611,深圳,线下,男,35-39,当季新品,1,79,1,1,59,79,20,2023年11月12日,星期日
611,深圳,线下,女,40-44,配件,1,79,1,1,29,79,50,2023年11月12日,星期日
611,深圳,线下,女,25-29,配件,1,118,1,2,29,59,60,2023年11月12日,星期日
611,深圳,线下,男,35-39,T恤,1,99,1,1,49,99,50,2023年11月12日,星期日
611,深圳,线下,女,40-44,运动,1,79,1,1,49,79,30,2023年11月12日,星期日
611,深圳,线下,女,25-29,配件,7,633,7,7,29,90,430,2023年11月12日,星期日
611,深圳,线下,女,35-39,T恤,1,59,1,1,49,59,10,2023年11月12日,星期日
611,深圳,线下,女,35-39,T恤,1,99,1,1,49,99,50,2023年11月12日,星期日
611,深圳,线下,女,40-44,袜子,1,49,1,1,9,49,40,2023年11月12日,星期日
611,深圳,线下,女,25-29,短裤,1,40,1,1,19,40,21,2023年11月12日,星期日
611,深圳,线下,男,30-34,当季新品,5,974,5,5,59,195,679,2023年11月12日,星期日
611,深圳,线下,男,20-24,T恤,1,59,1,1,49,59,10,2023年11月12日,星期日
611,深圳,线下,女,30-34,T恤,1,99,1,1,49,99,50,2023年11月12日,星期日
611,深圳,线下,男,35-39,T恤,1,39,1,1,49,39,-10,2023年11月12日,星期日
611,深圳,线下,男,25-29,当季新品,1,76,1,1,59,76,17,2023年11月12日,星期日
611,深圳,线下,男,25-29,T恤,1,79,1,1,49,79,30,2023年11月12日,星期日
611,深圳,线下,男,40-44,配件,1,149,1,1,29,149,120,2023年11月12日,星期日
611,深圳,线下,女,20-24,T恤,4,396,4,4,49,99,200,2023年11月12日,星期日
611,深圳,线下,女,40-44,T恤,1,39,1,1,49,39,-10,2023年11月12日,星期日
611,深圳,线下,女,35-39,当季新品,1,77,1,1,59,77,18,2023年11月12日,星期日
611,深圳,线下,男,25-29,短裤,1,39,1,1,19,39,20,2023年11月12日,星期日
611,深圳,线下,女,20-24,牛仔裤,4,866.88,4,6,69,144,452.88,2023年11月12日,星期日
611,深圳,线下,男,40-44,T恤,1,99,1,1,49,99,50,2023年11月12日,星期日
611,深圳,线下,男,40-44,T恤,1,79,1,1,49,79,30,2023年11月12日,星期日
611,深圳,线下,女,35-39,配件,4,316,4,4,29,79,200,2023年11月12日,星期日
611,深圳,线下,男,20-24,配件,2,396,2,4,29,99,280,2023年11月12日,星期日
611,深圳,线下,女,35-39,T恤,4,234,4,4,49,59,38,2023年11月12日,星期日
611,深圳,线下,女,25-29,牛仔裤,1,149,1,1,69,149,80,2023年11月12日,星期日
611,深圳,线下,女,40-44,T恤,3,137,3,3,49,46,-10,2023年11月12日,星期日
611,深圳,线下,男,30-34,牛仔裤,2,298,2,2,69,149,160,2023年11月12日,星期日
611,深圳,线下,女,40-44,T恤,2,78,2,2,49,39,-20,2023年11月12日,星期日
611,深圳,线下,男,>=60,配件,1,79,1,1,29,79,50,2023年11月12日,星期日
611,深圳,线下,女,35-39,T恤,1,79,1,1,49,79,30,2023年11月12日,星期日
611,深圳,线下,女,35-39,T恤,4,355,4,5,49,71,110,2023年11月12日,星期日
611,深圳,线下,女,35-39,T恤,7,309.65,7,7,49,44,-33.35,2023年11月12日,星期日
611,深圳,线下,女,30-34,当季新品,6,1194,6,6,59,199,840,2023年11月12日,星期日
611,深圳,线下,男,35-39,配件,1,199,1,1,29,199,170,2023年11月12日,星期日
611,深圳,线下,女,30-34,配件,4,336,4,4,29,84,220,2023年11月12日,星期日
611,深圳,线下,女,30-34,运动,1,59,1,1,49,59,10,2023年11月12日,星期日
611,深圳,线下,女,20-24,T恤,1,69.43,1,1,49,69,20.43,2023年11月12日,星期日
611,深圳,线下,男,20-24,当季新品,1,59,1,1,59,59,0,2023年11月11日,星期六
611,深圳,线下,女,20-24,短裤,1,39,1,1,19,39,20,2023年11月11日,星期六
611,深圳,线下,男,25-29,T恤,4,396,4,4,49,99,200,2023年11月11日,星期六
611,深圳,线下,男,25-29,袜子,1,79,1,1,9,79,70,2023年11月11日,星期六
611,深圳,线下,男,35-39,T恤,2,138,2,2,49,69,40,2023年11月11日,星期六
611,深圳,线下,女,50-54,T恤,1,99,1,1,49,99,50,2023年11月11日,星期六
611,深圳,线下,女,30-34,配件,2,78,2,2,29,39,20,2023年11月11日,星期六
611,深圳,线下,女,25-29,T恤,2,138,2,2,49,69,40,2023年11月11日,星期六
611,深圳,线下,女,20-24,运动,1,99,1,1,49,99,50,2023年11月11日,星期六
611,深圳,线下,男,25-29,T恤,2,118,2,2,49,59,20,2023年11月11日,星期六
611,深圳,线下,女,30-34,T恤,1,198,1,2,49,99,100,2023年11月11日,星期六
611,深圳,线下,男,20-24,短裤,1,33,1,1,19,33,14,2023年11月11日,星期六
611,深圳,线下,女,40-44,裙子,1,197,1,1,59,197,138,2023年11月11日,星期六
611,深圳,线下,女,30-34,T恤,2,198,2,2,49,99,100,2023年11月11日,星期六
611,深圳,线下,男,30-34,T恤,1,99,1,1,49,99,50,2023年11月11日,星期六
611,深圳,线下,女,20-24,当季新品,1,49,1,1,59,49,-10,2023年11月11日,星期六
611,深圳,线下,男,30-34,T恤,1,97.01,1,1,49,97,48.01,2023年11月11日,星期六
611,深圳,线下,男,20-24,T恤,2,195.79,2,2,49,98,97.79,2023年11月11日,星期六
611,深圳,线下,女,25-29,当季新品,1,149,1,1,59,149,90,2023年11月11日,星期六
611,深圳,线下,男,>=60,T恤,1,149,1,1,49,149,100,2023年11月11日,星期六
611,深圳,线下,男,25-29,当季新品,1,129,1,1,59,129,70,2023年11月11日,星期六
611,深圳,线下,男,20-24,T恤,1,99,1,1,49,99,50,2023年11月11日,星期六
611,深圳,线下,女,40-44,T恤,1,59,1,1,49,59,10,2023年11月11日,星期六
611,深圳,线下,女,<20,T恤,1,79,1,1,49,79,30,2023年11月11日,星期六
611,深圳,线下,女,25-29,配件,1,99,1,1,29,99,70,2023年11月11日,星期六
611,深圳,线下,男,55-59,配件,1,149.98,1,2,29,75,91.98,2023年11月11日,星期六
,,,,,,,,,,,,,,
